time	current
0.0	0.0005000620196292877
1.0065639019012451	0.0005006840709373167
2.009580373764038	0.0005008429153196514
3.0114378929138184	0.0004999130247655914
4.035278081893921	0.0004998989646043609
5.0332043170928955	0.0005001137224629152
6.0262720584869385	0.0004999006337097043
7.0255608558654785	0.0004996605611134954
8.0335533618927	0.0005004868367867051
9.028565645217896	0.000499091817105255
10.023247718811035	0.0004991628818778874
11.036789417266846	0.0004998443343889711
12.028702974319458	0.0005002767446810758
13.04119873046875	0.0005001799522668708
14.04137921333313	0.0005003014333210287
15.065964937210083	0.0004992370116635949
16.077673196792603	0.0004998924033999614
17.08832550048828	0.000499222503910411
18.097465991973877	0.0005006272210484593
19.10824728012085	0.0005005274431803674
